id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
6227,5.2,0.24,0.49,2.4,0.076,5.0,10.0,0.99458,3.4,0.71,10.2,5.0
6228,8.9,0.43,0.26,2.0,0.1009999999999999,6.0,37.0,0.99541,3.17,0.62,9.3,5.0
6229,8.8,0.61,0.16,2.0,0.057,15.0,27.0,0.997,3.47,0.54,9.2,5.0
6230,8.9,0.52,0.12,2.1,0.08,25.0,28.0,0.9952,3.24,0.64,9.2,5.0
6231,8.4,0.63,0.22,2.3,0.079,18.0,39.0,0.9962,3.29,0.74,11.9,7.0
6232,6.7,0.57,0.05,1.9,0.084,6.0,35.0,0.9959,3.51,0.67,10.9,6.0
6233,7.8,0.46,0.31,2.3,0.065,6.0,17.0,0.99914,3.22,0.62,9.7,5.0
6234,10.0,0.28,0.49,1.7,0.068,10.0,47.0,0.9978,3.06,0.55,9.2,6.0
6235,6.4,0.59,0.0,1.6,0.095,19.0,47.0,0.9994,3.48,0.52,9.4,6.0
6236,7.8,0.53,0.0,2.0,0.08,6.0,10.0,0.99572,3.2,0.52,10.9,6.0
6237,9.3,0.6,0.49,2.5,0.065,12.0,48.0,0.99516,3.15,0.81,11.2,5.0
6238,7.3,0.54,0.01,2.4,0.067,29.0,52.0,0.9966,3.39,0.63,9.5,5.0
6239,7.8,0.58,0.12,1.9,0.076,9.0,20.0,0.99746,3.34,0.6,9.7,5.0
6240,6.3,0.46,0.32,1.9,0.111,17.0,40.0,0.9978,3.37,0.66,11.6,6.0
6241,7.1,0.4,0.26,2.4,0.063,21.0,94.0,0.9964,3.38,0.57,9.8,6.0
6242,7.2,0.36,0.48,3.0,0.066,6.0,17.0,0.99746,3.25,0.79,10.7,5.0
6243,7.6,0.56,0.02,1.5,0.077,21.0,72.0,0.9964,3.22,0.54,9.8,6.0
6244,8.3,0.43,0.3,2.1,0.078,3.0,10.0,0.9968,3.47,0.63,10.0,6.0
6245,7.8,0.61,0.08,2.1,0.08,8.0,25.0,0.99578,3.47,0.56,9.7,5.0
6246,6.9,0.46,0.31,2.4,0.0559999999999999,6.0,18.0,0.99458,3.39,0.62,10.6,7.0
6247,6.8,0.59,0.01,2.9,0.074,7.0,20.0,0.9952,3.29,0.61,12.3,4.0
6248,8.8,0.45,0.49,2.1,0.077,6.0,28.0,0.9948,3.29,0.65,9.4,5.0
6249,6.9,0.45,0.39,1.8,0.077,13.0,28.0,0.99472,3.54,0.58,9.3,6.0
6250,7.3,0.52,0.28,2.4,0.093,20.0,110.0,0.9976,3.38,0.54,9.7,5.0
6251,7.1,0.66,0.0,1.8,0.07,4.0,12.0,0.9962,3.38,0.77,11.9,7.0
6252,8.0,0.37,0.25,2.5,0.08,15.0,31.0,0.9997,3.4,0.53,9.4,6.0
6253,8.5,0.52,0.32,2.0,0.07,10.0,21.0,0.99586,3.3,0.48,12.1,6.0
6254,7.3,0.57,0.22,2.6,0.1119999999999999,16.0,47.0,0.9968,3.39,0.53,9.7,5.0
6255,7.5,0.46,0.32,1.8,0.078,26.0,64.0,0.9972,3.32,0.68,9.5,6.0
6256,11.3,0.31,0.66,2.7,0.074,10.0,28.0,0.9976,3.09,0.73,11.4,6.0
6257,7.0,0.49,0.2,2.1,0.065,11.0,24.0,0.99655,3.29,0.59,10.8,6.0
6258,9.3,0.54,0.17,2.2,0.074,6.0,33.0,0.99562,3.17,0.56,11.4,5.0
6259,7.8,0.49,0.06,1.4,0.078,11.0,24.0,0.99786,3.45,0.54,9.6,6.0
6260,9.2,0.35,0.49,1.8,0.104,9.0,28.0,0.9979,3.26,0.54,9.4,6.0
6261,7.6,0.59,0.13,1.8,0.076,12.0,29.0,0.996,3.19,0.56,9.8,7.0
6262,8.9,0.43,0.43,2.9,0.093,32.0,127.0,0.9992,3.35,0.76,9.9,6.0
6263,6.5,0.54,0.0,2.0,0.086,14.0,26.0,0.9976,3.45,0.56,11.5,7.0
6264,7.2,0.845,0.01,2.2,0.076,25.0,49.0,0.996,3.3,0.7,10.0,6.0
6265,7.8,0.42,0.21,2.2,0.086,11.0,86.0,0.99708,3.4,0.58,9.5,5.0
6266,7.7,0.52,0.15,2.2,0.074,13.0,29.0,0.9958,3.29,0.72,9.4,6.0
6267,7.5,0.6,0.0,1.8,0.067,4.0,12.0,0.99786,3.36,0.46,9.4,6.0
6268,7.9,0.58,0.13,2.0,0.073,14.0,28.0,0.99734,3.35,0.55,9.3,6.0
6269,7.8,0.4,0.28,2.2,0.081,9.0,44.0,0.9974,3.34,0.77,9.3,6.0
6270,7.4,0.47,0.3,2.1,0.074,5.0,11.0,0.9963,3.3,0.55,12.7,4.0
6271,7.7,0.59,0.04,1.5,0.077,16.0,29.0,0.9962,3.36,0.7,9.5,6.0
6272,7.0,0.53,0.03,1.8,0.078,12.0,69.0,0.99498,3.39,0.61,10.8,5.0
6273,8.6,0.5,0.68,2.1,0.0819999999999999,9.0,22.0,0.99498,3.22,0.61,12.0,6.0
6274,7.7,0.52,0.24,1.8,0.065,14.0,24.0,0.99354,3.43,0.6,11.2,6.0
6275,7.7,0.27,0.46,2.2,0.077,13.0,44.0,0.9968,3.27,0.72,9.8,5.0
6276,7.8,0.66,0.12,2.3,0.077,19.0,46.0,0.9968,3.22,0.57,9.5,4.0
6277,7.4,0.66,0.1,1.9,0.088,9.0,27.0,0.9952,3.32,0.62,10.5,5.0
6278,9.4,0.58,0.25,2.3,0.073,4.0,10.0,0.9972,3.48,0.75,9.4,5.0
6279,9.2,0.26,0.37,1.8,0.067,15.0,27.0,0.99702,3.28,0.56,11.4,7.0
6280,9.3,0.41,0.42,2.3,0.08,12.0,27.0,0.995,3.22,0.82,9.5,6.0
6281,10.0,0.34,0.42,1.9,0.078,6.0,16.0,0.9972,3.18,0.65,9.4,6.0
6282,9.9,0.5,0.3,4.0,0.08,9.0,26.0,0.9966,3.27,0.69,10.5,6.0
6283,8.0,0.47,0.31,2.3,0.077,23.0,88.0,0.9963,3.19,0.57,9.4,6.0
6284,10.0,0.4,0.32,1.7,0.076,12.0,46.0,0.9982,3.33,0.74,9.5,5.0
6285,8.9,0.52,0.0,2.3,0.091,12.0,17.0,0.9954,3.2,0.55,12.6,7.0
6286,7.4,0.84,0.01,2.2,0.084,27.0,60.0,0.9994,3.39,0.51,9.8,5.0
6287,7.1,0.58,0.21,1.7,0.074,38.0,94.0,0.99484,3.12,0.79,9.5,5.0
6288,8.0,0.34,0.42,1.8,0.095,12.0,44.0,0.99586,3.28,0.77,11.0,6.0
6289,7.9,0.46,0.47,2.2,0.071,14.0,50.0,0.9967,3.33,0.86,9.8,5.0
6290,11.6,0.48,0.44,1.9,0.069,5.0,19.0,0.9968,3.26,0.54,9.3,8.0
6291,5.2,0.725,0.0,2.3,0.052,7.0,15.0,0.99686,3.34,0.66,10.0,6.0
6292,7.1,0.35,0.42,2.4,0.074,5.0,16.0,0.9987,3.36,0.67,12.0,7.0
6293,8.7,0.41,0.32,2.5,0.084,9.0,22.0,0.9992,3.35,0.63,9.7,5.0
6294,7.9,0.45,0.04,2.2,0.08,10.0,23.0,0.9962,3.57,0.53,9.4,4.0
6295,7.6,0.59,0.01,1.6,0.094,28.0,46.0,0.9986,3.39,0.61,9.4,5.0
6296,10.9,0.4,0.69,2.3,0.079,6.0,24.0,0.9981,3.23,0.65,11.9,7.0
6297,8.7,0.38,0.42,2.1,0.109,21.0,64.0,0.9972,3.4,0.63,9.5,5.0
6298,10.0,0.23,0.49,2.6,0.1159999999999999,8.0,28.0,0.99586,3.27,0.66,12.8,7.0
6299,7.6,0.64,0.02,1.7,0.077,19.0,37.0,0.9958,3.26,0.59,9.9,7.0
6300,7.2,0.52,0.27,2.0,0.078,27.0,46.0,0.99492,3.4,0.59,10.0,7.0
6301,7.7,0.41,0.32,1.7,0.1,5.0,23.0,0.99572,3.38,0.9,9.3,6.0
6302,7.8,0.66,0.04,1.4,0.07,3.0,10.0,0.9994,3.18,0.65,9.4,5.0
6303,9.0,0.32,0.47,1.8,0.076,15.0,58.0,0.9971,3.15,0.57,9.7,5.0
6304,7.2,0.6,0.0,2.6,0.068,12.0,49.0,0.99547,3.45,0.57,11.1,6.0
6305,7.6,0.59,0.01,2.6,0.074,10.0,37.0,0.9971,3.32,0.4,9.7,5.0
6306,9.2,0.43,0.44,2.4,0.086,10.0,21.0,0.9967,3.17,0.71,9.2,5.0
6307,8.8,0.65,0.0,2.2,0.078,5.0,11.0,0.9955,3.37,0.65,10.9,5.0
6308,6.7,0.68,0.01,1.4,0.096,5.0,14.0,0.998,3.38,0.6,9.4,6.0
6309,8.6,0.41,0.31,1.8,0.075,23.0,42.0,0.9957,3.14,0.85,11.1,6.0
6310,7.6,0.615,0.0,2.5,0.066,13.0,31.0,0.99546,3.39,0.58,9.5,6.0
6311,7.9,0.49,0.11,1.8,0.084,12.0,49.0,0.9964,3.18,0.52,9.4,5.0
6312,5.6,0.645,0.02,1.6,0.067,13.0,29.0,0.99596,3.25,0.48,10.9,5.0
6313,7.9,0.39,0.27,2.2,0.048,8.0,18.0,0.998,3.26,0.63,10.7,5.0
6314,7.5,0.43,0.24,2.6,0.071,13.0,47.0,0.99604,3.39,0.57,9.7,5.0
6315,6.4,0.65,0.0,1.7,0.094,6.0,16.0,0.99498,3.39,0.57,11.4,6.0
6316,5.1,0.59,0.03,5.8,0.084,7.0,31.0,0.9968,3.58,0.62,12.1,7.0
6317,6.9,0.32,0.34,1.8,0.081,19.0,26.0,0.9956,3.17,0.84,11.6,6.0
6318,11.9,0.21,0.66,2.1,0.089,20.0,44.0,0.99484,3.2,0.58,9.3,6.0
6319,7.7,0.6,0.05,2.1,0.074,32.0,54.0,0.99476,3.31,0.7,10.3,5.0
6320,7.7,0.41,0.25,1.8,0.078,10.0,47.0,0.9971,3.14,0.72,9.4,6.0
6321,8.6,0.34,0.34,2.3,0.084,11.0,42.0,0.9948,3.28,0.78,9.5,5.0
6322,7.8,0.685,0.01,2.3,0.076,4.0,20.0,0.99788,3.36,0.72,11.0,7.0
6323,6.6,0.7,0.02,1.9,0.077,7.0,18.0,0.99408,3.4,0.62,11.5,7.0
6324,9.7,0.31,0.43,2.2,0.073,6.0,14.0,0.9962,3.41,0.66,10.8,6.0
6325,9.0,0.41,0.33,2.2,0.084,13.0,49.0,0.9974,3.16,0.77,9.2,8.0
6326,7.9,0.58,0.14,2.0,0.09,16.0,63.0,0.99538,3.39,0.59,11.5,4.0
6327,7.1,0.62,0.05,2.8,0.071,13.0,45.0,0.99702,3.41,0.82,10.5,7.0
6328,6.8,0.78,0.0,2.3,0.08,12.0,18.0,0.9968,3.51,0.48,10.3,5.0
6329,8.9,0.38,0.32,2.0,0.08,3.0,11.0,0.9986,3.35,0.56,9.9,5.0
6330,8.4,0.32,0.45,2.8,0.079,14.0,35.0,0.9982,3.27,0.64,10.0,5.0
6331,10.7,0.41,0.39,2.7,0.08,11.0,20.0,0.9984,3.31,0.69,9.7,5.0
6332,7.1,0.31,0.44,2.2,0.0819999999999999,25.0,70.0,0.9967,3.36,0.58,10.1,5.0
6333,6.7,0.715,0.0,2.6,0.076,19.0,49.0,0.9955,3.52,0.59,9.9,5.0
6334,6.3,0.78,0.01,2.0,0.0579999999999999,7.0,24.0,0.99692,3.43,0.56,9.8,6.0
6335,7.9,0.42,0.3,2.5,0.093,12.0,86.0,0.99704,3.44,0.51,9.4,5.0
6336,7.5,0.58,0.17,1.9,0.079,16.0,46.0,0.9967,3.38,0.6,9.5,5.0
6337,8.0,0.5,0.24,5.2,0.049,6.0,12.0,0.99516,3.34,0.51,10.0,5.0
6338,7.6,0.5,0.0,2.3,0.083,5.0,15.0,0.9978,3.36,0.58,11.4,6.0
6339,9.3,0.66,0.13,2.4,0.071,27.0,58.0,0.99588,3.3,0.56,9.2,6.0
6340,7.1,0.52,0.07,2.8,0.071,8.0,19.0,0.9956,3.27,0.57,9.2,5.0
6341,7.6,0.645,0.23,2.3,0.08,29.0,53.0,0.99496,3.38,0.72,10.9,5.0
6342,7.1,0.6,0.0,2.1,0.061,9.0,20.0,0.9982,3.37,0.6,9.7,6.0
6343,7.1,0.62,0.01,2.6,0.08,25.0,60.0,0.9972,3.32,0.5,11.4,7.0
6344,6.8,0.44,0.24,1.7,0.078,24.0,48.0,0.99444,3.22,0.59,10.3,7.0
6345,8.0,0.67,0.0,2.2,0.084,10.0,29.0,0.99494,3.35,0.73,10.0,6.0
6346,12.1,0.47,0.57,2.1,0.077,16.0,44.0,0.9988,3.34,0.57,10.9,5.0
6347,7.0,0.41,0.43,2.5,0.08,27.0,54.0,0.9988,3.2,0.6,9.6,5.0
6348,10.0,0.44,0.24,2.0,0.081,5.0,19.0,0.9962,3.22,0.56,11.8,6.0
6349,7.0,0.715,0.44,2.2,0.094,17.0,60.0,0.9996,3.36,0.65,9.6,5.0
6350,7.2,0.66,0.14,2.4,0.0559999999999999,29.0,61.0,0.9962,3.38,0.58,9.5,6.0
6351,7.6,0.57,0.0,2.0,0.07,19.0,42.0,0.99458,3.31,0.56,10.5,5.0
6352,10.3,0.23,0.39,2.0,0.077,14.0,46.0,0.9962,3.24,0.85,9.5,5.0
6353,7.2,0.48,0.28,2.1,0.067,5.0,12.0,0.99572,3.28,0.58,9.4,5.0
6354,8.7,0.4,0.39,2.5,0.074,24.0,44.0,0.9972,3.37,0.81,9.2,7.0
6355,8.8,0.57,0.28,1.8,0.08,31.0,134.0,1.0004,3.09,0.53,9.8,6.0
6356,8.1,0.59,0.0,2.0,0.084,10.0,21.0,0.9981,3.32,0.64,10.8,6.0
6357,8.7,0.42,0.45,2.0,0.093,7.0,20.0,0.9964,3.38,0.6,10.9,6.0
6358,11.3,0.43,0.48,2.0,0.08,5.0,32.0,0.9987,3.16,0.77,9.2,6.0
6359,8.6,0.57,0.1,2.1,0.088,4.0,10.0,0.996,3.28,0.58,11.4,6.0
6360,7.3,0.58,0.15,2.6,0.0819999999999999,17.0,72.0,0.99488,3.39,0.58,9.1,6.0
6361,8.2,0.24,0.26,2.1,0.077,5.0,28.0,0.99572,3.3,0.55,11.0,7.0
6362,7.8,0.32,0.49,1.8,0.076,10.0,49.0,0.9986,3.31,0.61,12.5,6.0
6363,7.9,0.75,0.03,2.0,0.063,6.0,14.0,0.99608,3.34,0.56,12.5,7.0
6364,7.0,0.46,0.26,2.4,0.073,13.0,33.0,0.9973,3.29,0.75,10.9,6.0
6365,7.8,0.59,0.01,2.3,0.09,32.0,58.0,0.9968,3.24,0.52,11.2,5.0
6366,7.5,0.41,0.41,2.2,0.091,38.0,91.0,0.9978,3.28,0.53,9.4,5.0
6367,8.3,0.38,0.31,2.1,0.092,10.0,22.0,0.9978,3.15,0.6,9.9,5.0
6368,10.5,0.44,0.47,2.2,0.115,6.0,28.0,0.99576,3.16,0.6,9.3,5.0
6369,7.8,0.31,0.47,2.0,0.0819999999999999,15.0,34.0,0.99786,3.31,0.69,9.5,6.0
6370,8.9,0.5,0.49,2.3,0.067,18.0,119.0,0.9974,3.26,0.66,9.8,5.0
6371,7.7,0.63,0.3,2.6,0.078,15.0,40.0,0.99704,3.33,0.61,10.8,5.0
6372,11.4,0.41,0.49,2.3,0.093,12.0,39.0,0.9962,3.17,0.81,10.2,4.0
6373,7.6,0.62,0.12,2.6,0.099,8.0,20.0,0.99528,3.19,0.62,11.0,7.0
6374,8.9,0.5,0.49,1.9,0.0969999999999999,13.0,33.0,0.9987,3.32,0.62,9.5,5.0
6375,6.6,0.41,0.0,1.6,0.0819999999999999,6.0,23.0,0.99476,3.41,0.6,9.5,6.0
6376,7.1,0.61,0.07,3.6,0.076,5.0,11.0,0.99584,3.35,0.48,9.8,5.0
6377,8.3,0.685,0.1,2.55,0.071,5.0,32.0,0.9973,3.26,0.73,9.2,5.0
6378,9.4,0.61,0.14,2.4,0.081,8.0,19.0,0.99688,3.26,0.77,9.4,5.0
6379,8.9,0.32,0.42,1.9,0.076,10.0,21.0,0.9959,3.2,0.62,10.5,5.0
6380,9.9,0.34,0.44,1.7,0.105,23.0,119.0,0.9976,3.28,0.75,10.4,6.0
6381,7.1,0.715,0.0,1.4,0.083,14.0,20.0,0.9966,3.25,0.57,10.0,5.0
6382,7.0,0.5,0.1,2.6,0.072,17.0,104.0,0.9967,3.32,0.56,9.4,5.0
6383,7.5,0.54,0.01,2.3,0.071,9.0,28.0,0.9978,3.41,0.58,10.8,7.0
6384,7.6,0.78,0.04,1.8,0.064,3.0,15.0,0.99656,3.37,0.53,10.6,5.0
6385,7.6,0.58,0.3,2.1,0.079,18.0,27.0,0.9968,3.25,0.6,10.8,5.0
6386,10.0,0.36,0.49,2.4,0.078,14.0,38.0,1.0004,3.2,0.64,11.8,7.0
6387,7.3,0.31,0.44,1.9,0.1119999999999999,21.0,27.0,0.99258,3.39,0.81,11.0,7.0
6388,8.2,0.68,0.0,1.9,0.066,7.0,27.0,0.9968,3.48,0.67,10.0,5.0
6389,8.0,0.56,0.24,2.5,0.074,19.0,52.0,0.996,3.2,0.59,9.4,5.0
6390,9.9,0.56,0.19,1.8,0.087,4.0,19.0,0.9976,3.27,0.52,9.5,5.0
6391,6.8,0.77,0.0,2.0,0.054,5.0,10.0,0.99572,3.47,0.59,9.2,5.0
6392,12.9,0.43,0.5,1.8,0.071,8.0,24.0,0.9968,3.28,0.64,9.2,5.0
6393,7.5,0.49,0.26,2.4,0.075,31.0,56.0,0.9988,3.36,0.54,11.1,7.0
6394,7.2,0.61,0.02,2.8,0.076,7.0,16.0,0.99546,3.09,0.58,9.2,5.0
6395,7.8,0.41,0.26,1.8,0.076,31.0,65.0,0.9956,3.39,0.59,9.3,5.0
6396,7.1,0.38,0.36,2.0,0.0819999999999999,21.0,84.0,0.9988,3.31,0.54,9.8,6.0
6397,8.9,0.31,0.49,1.7,0.071,19.0,46.0,0.99708,3.25,0.58,10.5,5.0
6398,9.9,0.57,0.4,1.8,0.095,4.0,9.0,0.9996,3.38,0.57,12.3,8.0
6399,11.5,0.42,0.42,2.4,0.083,17.0,63.0,0.9959,3.28,0.57,11.0,8.0
6400,7.2,0.35,0.21,2.3,0.093,6.0,15.0,0.9956,3.36,0.87,10.6,5.0
6401,7.2,0.44,0.2,2.1,0.08,21.0,44.0,0.9973,3.54,0.6,9.5,6.0
6402,6.4,0.57,0.18,2.3,0.086,6.0,19.0,0.9972,3.52,0.59,10.0,6.0
6403,7.0,0.62,0.0,1.9,0.072,12.0,19.0,0.9972,3.49,0.57,12.5,7.0
6404,9.4,0.49,0.39,2.3,0.084,13.0,65.0,0.9994,3.28,0.54,9.6,6.0
6405,8.9,0.39,0.24,1.6,0.077,16.0,86.0,0.9972,3.26,0.64,9.6,5.0
6406,8.2,0.5,0.24,2.4,0.067,11.0,42.0,0.9982,3.24,0.68,10.7,4.0
6407,7.2,0.39,0.26,2.0,0.094,17.0,69.0,0.9994,3.34,0.59,11.0,6.0
6408,6.7,0.39,0.11,2.4,0.084,15.0,39.0,0.99396,3.35,0.71,10.0333333333333,5.0
6409,10.3,0.29,0.35,2.3,0.067,6.0,15.0,0.99835,3.34,0.73,9.7,5.0
6410,10.2,0.44,0.41,3.0,0.07,8.0,21.0,0.99572,3.37,0.57,11.9,6.0
6411,7.5,0.62,0.03,2.0,0.079,21.0,43.0,0.9962,3.43,0.54,9.5,5.0
6412,7.4,0.39,0.21,2.1,0.092,21.0,92.0,0.9958,3.38,0.62,11.1,6.0
6413,9.1,0.31,0.31,2.4,0.073,12.0,58.0,0.9959,3.26,0.63,9.4,7.0
6414,8.9,0.5,0.14,1.9,0.094,6.0,19.0,0.9988,3.4,0.52,9.7,5.0
6415,7.8,0.59,0.28,2.1,0.077,12.0,27.0,0.99738,3.47,0.58,10.3,5.0
6416,7.7,0.57,0.07,4.1,0.0579999999999999,15.0,40.0,0.9962,3.24,0.44,9.0,5.0
6417,8.9,0.63,0.23,2.3,0.078,15.0,49.0,0.99786,3.14,0.67,9.5,5.0
6418,7.0,0.56,0.0,2.3,0.088,26.0,81.0,0.99628,3.49,0.53,9.5,5.0
6419,7.7,0.55,0.02,2.2,0.042,6.0,16.0,0.99557,3.36,0.58,10.0,5.0
6420,10.3,0.35,0.42,2.0,0.07,16.0,41.0,0.9986,3.23,0.64,12.0,7.0
6421,7.6,0.36,0.24,2.6,0.078,15.0,44.0,0.99616,3.36,0.62,11.5,6.0
6422,7.9,0.57,0.25,2.1,0.076,7.0,31.0,0.99745,3.19,0.54,9.3,5.0
6423,6.4,0.67,0.06,2.0,0.08,11.0,19.0,0.99538,3.56,0.56,11.0,5.0
6424,9.0,0.58,0.16,1.7,0.081,12.0,49.0,0.9987,3.19,0.64,9.9,5.0
6425,8.4,0.62,0.12,1.6,0.079,5.0,19.0,0.99504,3.33,0.51,11.3,6.0
6426,5.6,0.58,0.02,2.2,0.074,6.0,28.0,0.9967,3.48,0.72,9.4,6.0
6427,6.2,0.655,0.02,2.1,0.077,5.0,10.0,0.99712,3.41,0.64,10.1,6.0
6428,6.2,0.53,0.0,2.5,0.093,8.0,22.0,0.9969,3.5,0.6,10.1,5.0
6429,8.8,0.42,0.24,2.2,0.09,21.0,58.0,0.99652,3.22,0.77,10.9,6.0
6430,7.4,0.64,0.16,2.2,0.079,12.0,50.0,0.99498,3.37,0.54,9.2,5.0
6431,7.6,0.43,0.14,2.1,0.085,10.0,22.0,0.9959,3.26,0.62,11.5,6.0
6432,7.6,0.63,0.23,2.5,0.0969999999999999,26.0,64.0,0.99768,3.22,0.55,11.2,6.0
6433,9.4,0.5,0.0,1.9,0.069,3.0,8.0,0.9987,3.25,0.66,9.3,5.0
6434,7.3,0.5,0.0,2.0,0.078,15.0,28.0,0.99732,3.31,0.56,9.6,5.0
6435,6.7,0.61,0.14,1.9,0.0819999999999999,24.0,55.0,0.99458,3.39,0.65,11.2,5.0
6436,10.6,0.35,0.49,1.9,0.081,5.0,12.0,0.9977,3.2,0.73,9.8,5.0
6437,6.8,0.69,0.02,1.9,0.07,9.0,20.0,0.99562,3.15,0.58,10.9,6.0
6438,7.1,0.36,0.31,2.4,0.09,21.0,28.0,0.99498,3.27,0.62,9.5,5.0
6439,7.3,0.5,0.26,2.8,0.0819999999999999,5.0,21.0,0.99656,3.3,0.52,9.7,5.0
6440,10.9,0.35,0.49,1.9,0.085,19.0,58.0,0.9988,3.31,0.65,9.7,5.0
6441,7.5,0.35,0.0,1.7,0.0819999999999999,3.0,7.0,0.9998,3.49,0.82,10.7,5.0
6442,7.8,0.58,0.18,2.1,0.09,24.0,48.0,0.9975,3.31,0.65,12.8,7.0
6443,8.3,0.69,0.18,2.9,0.076,6.0,35.0,0.9972,3.16,0.58,9.4,6.0
6444,7.6,0.56,0.21,2.1,0.074,23.0,65.0,0.99603,3.37,0.84,11.0,7.0
6445,7.5,0.39,0.32,1.9,0.0819999999999999,6.0,16.0,0.99476,3.36,0.58,9.2,5.0
6446,7.4,0.685,0.1,1.9,0.06,12.0,27.0,0.99546,3.48,0.59,9.3,6.0
6447,9.1,0.45,0.45,2.2,0.073,18.0,40.0,0.9972,3.38,0.4,9.0,5.0
6448,7.0,0.65,0.02,2.5,0.076,24.0,43.0,0.9958,3.39,0.57,12.5,7.0
6449,9.1,0.63,0.19,2.2,0.07,4.0,16.0,0.99572,3.2,0.59,9.7,5.0
6450,6.8,0.27,0.48,2.3,0.092,14.0,65.0,0.9987,3.29,0.61,9.5,6.0
6451,8.1,0.47,0.47,1.9,0.061,17.0,35.0,0.9972,3.27,0.59,10.4,5.0
6452,7.9,0.52,0.0,2.3,0.097,22.0,77.0,0.99748,3.32,0.55,9.5,7.0
6453,9.1,0.42,0.53,1.9,0.094,26.0,72.0,0.9972,3.1,0.73,9.6,5.0
6454,6.9,0.57,0.02,2.2,0.078,25.0,59.0,0.99397,3.54,0.75,9.2,5.0
6455,7.0,0.51,0.22,2.1,0.077,13.0,35.0,0.99586,3.48,0.56,10.1,5.0
6456,8.2,0.67,0.0,2.3,0.074,19.0,64.0,1.0001,3.26,0.71,9.3,6.0
6457,7.2,0.7,0.02,2.3,0.074,19.0,35.0,0.9956,3.46,0.74,11.6,5.0
6458,6.7,0.59,0.0,1.4,0.068,6.0,13.0,0.99708,3.28,0.53,11.0,6.0
6459,8.7,0.49,0.26,2.1,0.083,14.0,26.0,0.9962,3.29,0.64,9.8,6.0
6460,8.1,0.64,0.07,2.0,0.077,6.0,21.0,0.9968,3.4,0.7,9.6,5.0
6461,8.2,0.54,0.22,2.4,0.079,21.0,71.0,0.9964,3.36,0.64,9.5,5.0
6462,8.1,0.39,0.49,1.9,0.095,7.0,31.0,0.99648,3.19,0.69,11.7,5.0
6463,7.5,0.66,0.02,2.1,0.0819999999999999,19.0,42.0,0.9956,3.28,0.52,9.5,5.0
6464,11.4,0.69,0.0,3.4,0.084,5.0,19.0,0.9996,3.46,0.54,11.2,7.0
6465,7.2,0.47,0.13,2.3,0.0819999999999999,12.0,41.0,0.99578,3.32,0.49,12.5,5.0
6466,7.6,0.69,0.17,2.0,0.079,12.0,26.0,0.99656,3.41,0.58,11.0,6.0
6467,6.5,0.59,0.0,1.6,0.0819999999999999,27.0,53.0,0.99655,3.38,0.53,9.4,5.0
6468,8.4,0.42,0.24,2.3,0.08,8.0,25.0,0.9956,3.26,0.55,9.4,6.0
6469,8.8,0.36,0.47,2.4,0.074,5.0,12.0,0.99612,3.22,0.62,9.5,6.0
6470,6.7,0.61,0.09,1.8,0.08,9.0,20.0,0.9983,3.26,1.09,11.6,7.0
6471,8.2,0.42,0.5,2.1,0.0969999999999999,32.0,54.0,0.9972,3.34,0.61,9.8,5.0
6472,7.0,0.5,0.28,1.8,0.0819999999999999,24.0,65.0,0.9984,3.38,0.58,9.2,6.0
6473,7.0,0.66,0.08,2.0,0.078,6.0,20.0,0.9998,3.51,0.63,9.4,6.0
6474,9.2,0.31,0.42,2.3,0.065,7.0,31.0,0.9978,3.31,0.73,9.5,5.0
6475,10.2,0.39,0.49,2.1,0.07,10.0,24.0,1.0004,3.22,0.57,10.7,6.0
6476,7.1,0.65,0.0,2.2,0.069,5.0,16.0,0.9968,3.16,0.54,9.2,6.0
6477,11.5,0.48,0.38,1.7,0.08,17.0,27.0,0.9946,3.1,0.75,9.6,7.0
6478,8.6,0.31,0.34,2.1,0.069,21.0,46.0,0.9988,3.37,0.62,9.9,6.0
6479,9.4,0.54,0.26,1.8,0.079,15.0,27.0,0.9982,3.28,0.53,9.3,5.0
6480,6.9,0.71,0.02,2.1,0.084,12.0,45.0,0.9972,3.43,0.6,9.5,5.0
6481,8.0,0.38,0.26,2.4,0.084,8.0,37.0,0.9962,3.28,0.56,11.4,7.0
6482,8.0,0.47,0.32,2.1,0.062,20.0,54.0,0.9962,3.17,0.59,10.4,6.0
6483,7.1,0.31,0.32,2.0,0.076,10.0,47.0,0.9988,3.48,0.54,9.8,6.0
6484,10.4,0.4,0.45,2.1,0.077,11.0,54.0,0.9994,3.53,0.56,10.3,6.0
6485,6.7,0.62,0.26,1.9,0.0969999999999999,9.0,37.0,0.9976,3.27,0.52,9.8,6.0
6486,7.6,0.54,0.04,1.7,0.079,17.0,26.0,0.99458,3.24,0.57,10.2,6.0
6487,10.5,0.34,0.46,2.5,0.073,5.0,21.0,0.9979,3.17,0.61,10.5,6.0
6488,7.3,0.31,0.4,1.9,0.07,7.0,42.0,0.9972,3.28,0.68,9.7,5.0
6489,8.5,0.56,0.08,1.6,0.076,16.0,28.0,0.99656,3.14,0.62,9.4,8.0
6490,6.4,0.68,0.01,1.7,0.077,5.0,10.0,0.99736,3.53,0.62,9.1,5.0
6491,8.4,0.6,0.21,1.7,0.074,11.0,39.0,0.9963,3.37,0.44,10.0,7.0
